"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Models/Material.Material","0","0","21","1","0.000000","0","0"
"/Game/Models/Material_001.Material_001","0","0","21","1","0.000000","0","0"
"/Game/Models/Material_002.Material_002","0","0","21","1","0.000000","0","0"
"/Game/Models/Material_003.Material_003","0","0","21","1","0.000000","0","0"
"/Game/Models/Material_004.Material_004","0","0","21","1","0.000000","0","0"
"/Game/Materials/Wall_Without_Normal.Wall_Without_Normal","0","0","21","1","0.000000","0","0"
"/Game/NewMediaPlayer_Video_Mat1.NewMediaPlayer_Video_Mat1","0","0","21","1","0.000000","0","0"
"/Game/Materials/wood_Mat.wood_Mat","0","0","21","1","0.000000","0","0"
"/Game/Materials/TEXTURE_TV_Mat.TEXTURE_TV_Mat","0","0","21","1","0.000000","0","0"
"/Game/Materials/TEXTURE_Door_Mat.TEXTURE_Door_Mat","0","0","21","1","0.000000","0","0"
"/Game/Materials/openbook_Mat.openbook_Mat","0","0","21","1","0.000000","0","0"
"/Game/Materials/openbookpages_Mat.openbookpages_Mat","0","0","27","1","0.000000","0","0"
"/Game/Materials/Glass.Glass","0","0","44","1","0.000000","0","0"
"/Game/Materials/bookcover__1__Mat.bookcover__1__Mat","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Materials/Ceiling.Ceiling","0","0","21","1","0.000000","0","0"
"/Game/Materials/Carpet_Material.Carpet_Material","0","0","21","1","0.000000","0","0"
"/Game/Materials/Material_Wall.Material_Wall","0","0","21","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","78","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
